reviewerID,reviewText,overall,asin,helpful,reviewerName,unixReviewTime,summary,reviewTime
A235ZXG7B63M8A,one under bottom step ain get go buy anoth one put each end one keep move around well made good qualiti unit,2.0,B0024E6ZRW,"[0, 0]",Done right,1404432000,good quality unit,"07 4, 2014"
A9KOC3PXLXYSB,bought two help support step travel trailer instal secur rear bottom step wife step step camper step collaps themselv brace flip up caus injuri shin leg much wors leg fallen between two step step collaps possibl caus leg sever veri disappoint size top bottom 4 inch squar veri flimsili construct,1.0,B0024E6ZRW,"[6, 10]",Frank N. Stein,1337644800,BEWARE:  INJURY CAUSED BY THIS PRODUCT,"05 22, 2012"
A1WV0XTJROAYGK,talk down rip paid 15 thought two unit product pictur show take deliveri compon find one serious bought 17 pair black jack stand big box car part done same thing assur spent equival 30 pair screw jack stand save money consid anoth solut solid ok noth screw head jack stand buy one unit ad detail tri use coupl time mention lower footer 3 x 3 inch upper head jack head 3 x 3 inch doesn work realli well step mine step steel reinforc ridg middl run later bottom step result nest head beneath step treadplat precari sit edg step result lot brace use yes put piec pine shelv beneath step screw jack good don want step rust apart take upper plate screw head remov end oddest white eleph ve bought work whatsoev ve pair aluminium spinner jack load up 1000 pound work much better thing unfortun even use stabil rear rv one isn rate anywher near high enough someth,1.0,B0024E6ZRW,"[12, 17]","Melanie C ""MC""",1332374400,PICTURE IS MISLEADING - YOU ONLY GET ONE,"03 22, 2012"
A1KF61HK8BM4D2,idea good stabl under step each time up down step move way hold place went back nail togeth stack 2x8s work sand though pegleg,2.0,B0024E6ZRW,"[0, 0]",Pegleg,1385510400,Watch your Step...,"11 27, 2013"
A1ZBAAJKN2Q2RQ,wast money intend purpos rip purchas great product purpos save step brace made ok find anoth purpos,2.0,B0024E6ZRW,"[1, 4]",ROD Daugherty,1367712000,Brace,"05 5, 2013"
A1IA6U4YVWY8KJ,tri instal found stair trailer support bar through middl good place instal read review even order wait until home shop make modif use,2.0,B0024ECHII,"[0, 0]",AK Travler,1397865600,Did not install,"04 19, 2014"
A337TPRP65KNEZ,use step camper close ground adjust isn short enough work level ground mayb great uneven ground camp ground uneven shorter one,2.0,B0024ECHII,"[0, 0]",charles jones,1384905600,self-stor step sold by camco...,"11 20, 2013"
AT0Z251RQDQD9,work somewhat clip hold brace up broke littl qualiti control go long way,2.0,B0024ECHII,"[2, 2]",Christopher A. Swafford,1362528000,Works somewhat,"03 6, 2013"
AJP569L5Y2RJH,helmet larg unit run small size set high head use extra larg size,2.0,B0024GIVZ4,"[0, 0]",cruzer01,1378857600,Helmut doesn't fit my head,"09 11, 2013"
A8MDO3XHF5P9N,find someth suitabl mani retail thought heavier stuff use keep thing slide droor oh yeah drive nut wind slap roof,2.0,B0024QF4GI,"[0, 1]",Fayrae,1366329600,Slaps the roof!,"04 19, 2013"
AWBEL8741Y0IR,kit better qualiti nice way one person bleed brake kit sore lack qualiti dept first plastic hose pack box kink even tri relax kink collaps suction appli adapt one time applic onc seat adapt first brake bleeder valv work well over follow bleeder valv wouldn seat adapt pliabl enough re seat yourself favor buy set speed bleeder leav kit alon,2.0,B00265M9SS,"[0, 0]",DJ,1358812800,Nice concept...if it worked,"01 22, 2013"
A1EBZ3K5XOURGG,first pictur look metal plastic wouldn bad rest kit wasn poor suction pump okay though tiresom jar small hose chintzi fit leak crazi regardless much pump alway see air even isn brake line make veri difficult tell ve actual bled line perhap work better motorcycl,2.0,B00265M9SS,"[0, 0]","GOB PROGRAM Y/N ""Example of a Real Name""",1340841600,Sloppy mess. Have fun with this thing...,"06 28, 2012"
A27NBA48NKN04M,didn work well gasket leek send complet rebuilt part part fast free still purg done garag end,2.0,B00265M9SS,"[0, 0]","Sylvain Pomone ""Pom1""",1404777600,"It didn't worked so well, a gasket was leeking ...","07 8, 2014"
A39ZXTQZHRS8MV,pump seem work fine flaw aris leaki reservoir fit way vacuum pump realli work creat seal thing leak poor design reservoir tube connect point end up go motiv pump audi a4 instead cost more actual usabl,1.0,B00265M9SS,"[0, 0]","T. Luu ""tekman2500""",1397174400,Too many flaws to be good...,"04 11, 2014"
ACMXHJV1KCOSV,one receiv broke first torqu adjust went base 20 ft lbs made grind sound lock up move backward tri again luck immedi sent back defect,1.0,B0028081GK,"[2, 2]",wildcatgoal,1326758400,Broke On First Adjustment,"01 17, 2012"
A1MQNS1QNI3YPK,use land gear support back support 38 5th wheel trailer along cap piec same compani one under land gear crack immedi weight appli shock one rear trailer use four cap piec simpli much give stabl took out use concret block give two star handi bag come recommend product,2.0,B0028PJ10K,"[3, 3]",Golfrichv,1361923200,Didn't work for me,"02 27, 2013"
A2X06FP2PQ6EK0,spray paint lot thing car bike jetski plastic fabric stuff around hous prep spray work light greas certain type wax work time surfac work 30 time rest time requir more intens clean scrub sand even sandblast surfac paint wax contamin oil prep spray probabl job realli expect more duplic color product meant clean surfac befor paint,1.0,B002969BQW,"[0, 0]","S. A. ROBBINS ""shirley_rw""",1404000000,Works sometimes.,"06 29, 2014"
A1XDRSGSV56YQ0,work ok better dawn dish soap mani spray cleaner less expens save money,2.0,B002969BQW,"[1, 1]","Thomas A. Renick ""OGC5""",1338508800,No better than Dawn,"06 1, 2012"
AEWT1HWANBIJO,towel veri nice soft problem more wash wipe thing high recommend wash befor use feather towel come get kinda annoy see feather car fli around soak up lot water get job done towel look 2 star great buy look microfib towel dri wash stay away,2.0,B0029T0S70,"[1, 4]",Jeff,1324512000,Nice Towels,"12 22, 2011"
A2R7P4A4CT2Y7R,worst piec crap alway warn buy gimmick tv didn state better clean window window cleaner regular microfib cloth wast money time buy piec crap,1.0,B0029XJVA6,"[0, 0]",Ashleigh,1355443200,Don't waste your money,"12 14, 2012"
AXM76I9V0451M,product wonder idea work charm one problem notic earli head attach firm extens handl know handl remov whole point product reach hard area windshield without strain result head make loud snap sound time time use sometim even fall final one day use plastic handl split two broke result product wonder window car never cleaner product horribl qualiti more qualiti option out,2.0,B0029XJVA6,"[64, 70]",G. Miller,1249862400,Worked Great...Until it broke,"08 10, 2009"
A2RFF5J7GMDIX,product make easier hard reach place insid windshield cloth thin overal small effect clean,2.0,B0029XJVA6,"[0, 0]",Skippy @ Ole Miss,1365033600,Just use paper towels,"04 4, 2013"
A1HPC4BDRLR60,expect someth littl more substanti tool small difficult hold use forc break windshield cutter use basic straight blade held plastic two part handl entir tool size util knife basic construct one out thin plastic instead metal compact therefor somewhat use extrem emerg wouldn reli first choic larger sturdier version made competitor handi spend extra money buy better one corner worker need onc million chanc need,2.0,B002AMAXNA,"[0, 1]",,1376870400,"Too small, cheaply made, but still useful","08 19, 2013"
A2XXRN2ANQDBKO,razor sharp cut thru seatbelt watch video youtub show fail break decid head out junkyard find old window wouldn miss glass eventu break struck hard enough right spot wasn break window believ wasn lack tri def consid purchash more reput item resq knife harden carbid tip doesn seem job,2.0,B002AMAXNA,"[3, 3]",Pratzie,1396742400,Not for glass breaking,"04 6, 2014"
A191OYZR0NJUFF,griot numer product realli ought laud recommend profession auto detail spent therefor blown thousand dollar test product simpli withoutgriot garag 11104 interior cleaner 35 oz griot garag 11040sp leather care spray 8 oz especi theirgriot garag 11173sp vinyl rubber dress 8 oz hand down superior product market dress protect one interior vinyl rubber plastic compon purpos link smallest lowest cost product offer test yourself be griot undercarriag spray well garbag realli garbag word use light pro detail 1 fact re color one under carriag wheel well long take drive through hard rain water left road such soak 2 smell aw petrochem use product garag sort confin space mother headach 3 holi mose stuff expens true lot griot stuff need peopl case buy product hype behind further trust review those probabl know better truth spray tire dress work well better griot under carriag spray recondit one wheel well peopl buy product here free tip tire dress silicon base therefor veri heavi squeez trigger give wrist fair quick flick direct spray minim run product ajbest auto detail com,2.0,B002BC4N5I,"[5, 5]",AJ,1358899200,Review From A Professional Auto Detailer,"01 23, 2013"
A1SW87O7XJI740,extent use wax produc result better mani product never whole car appli accord instruct use griot random orbit machin wax ridicul difficult remov experi applic techniqu decid point hassl went back meguiar add injuri insult best show wax non return product now ve 20 bottl sit useless basement first 1 star review such price worst valu car wax ve encount,1.0,B002BC4N5I,"[4, 9]","A. Santic ""topofmurrayhill""",1327363200,Way overpriced and difficult to use,"01 24, 2012"
A2EHYCA29NSQLU,plus side come nice packag doesn includ sprayer smell nice unfortun carnauba base doesn last think mayb one two car wash month max cours past liquid carnauba wax last month last sever month point better polym base spray quick detail product out take place proper wax conveni spray dri car add littl bit protect until use proper wax far spray product better product out time re tri save includ rang product ultima paint guard plus wipe walk away paint sealant finish kare 425 spray quick detail end ok knock star pretti bad tendenc streak take extra effort towel buff,2.0,B002BC4N5I,"[4, 12]",Bud,1291593600,"Fair at best, annoying streaking","12 6, 2010"
A2UW9WI22QKMZE,sure work great tri use remov scad bug veri low grill front scion fr read simpl instruct multipl time right veri littl junk remov much even tri rough surfac pot scrubber spot didn much clean up few veri small smudg spot here around vehicl nice overal won use again,2.0,B002BC4N5I,"[1, 1]","Car Guy ""desertgrj""",1397606400,Griot's Garage 10982 Bug and Smudge Remover,"04 16, 2014"
A1IR55MLSHNM4K,1 make sure surfac clean possibl 2 clean pad possibl use use compress air pad brush pad dirti overheat ve sever pad liter go 34 poof 34 griot da polish center disintegr foam goe everywher ve switch lake countri pad found much more durabl more versatil good beginn pad onc figur out whole da polish thing work upgrad better pad,2.0,B002BC4N5I,"[0, 0]",DJD,1387843200,Make sure you keep these pads very clean as you use them.. they don't last long,"12 24, 2013"
A2LU37PVXBXQZJ,good job probabl buy age smell nauseat last long bring back black look ok dirt stuck well 1 light applic dri,2.0,B002BC4N5I,"[0, 0]",Dominic Calomino,1383609600,"Gave a try, I'll pass on reorder due to awful scent and dirt cling,","11 5, 2013"
A1MQNS1QNI3YPK,fist thought pad first rate second time use hook loop line separ pad m go tri glue back m convinc work updat use pad third time notic hook loop piec shrunk substanti back pad make pad much smaller mention befor hook loop separ pad tri glue back last 30 min throw away opinion good invest recommend product m go tri chemic guy next,1.0,B002BC4N5I,"[1, 1]",Golfrichv,1363824000,Terrible pad just fell apart,"03 21, 2013"
A2ED99D5SXT5KW,initi happi product look sturdi look made high qualiti foam pretti happi rest griot except machin polish yesterday decid use thing fender use griot 3 inch random orbit first 15 min usag hook loop separ pad flew leav mar paint due back plate smack onto fender comparison bought harbor freight pad sever use still work great thank griot make 5 pad ruin car now go cost few thousand dollar fix paint,1.0,B002BC4N5I,"[0, 4]",Ievalu8shipntime,1365465600,FAIL,"04 9, 2013"
A2AXVW7HO5293Q,bought think wash product go return use seem shine better duster clean towel,2.0,B002BC4N5I,"[0, 2]",Minnesota Guy,1384905600,Not worth usiing,"11 20, 2013"
A1F9Z42CFF9IAY,result use veri good tend leav light dri wax residu streak set dri car notic later promot wipe subsequ leav more swirl car think better use wax car normal littl more,2.0,B002BC4N5I,"[0, 1]",T. Tom,1390694400,Leaves streaks,"01 26, 2014"
A2FX0I2H21YHD5,someon here same comment noisi veri annoy skip bounc leav trail water real time waster glad hear work didn problem much flexibl soft part blade itself comparis detail choic nois straight blade water trail veri fast blade,1.0,B002BEI0JQ,"[0, 0]","Jack Jones ""ReviewerJack""",1329609600,Not so good,"02 19, 2012"
A1XYOVJW5J06X5,sorri origin old stock super deep california water blade 30 someon sell old stock merchandis give up go back old fashion chamoi towel blade new style 34 origin 34 one way stiff work well current style california blade good older one tri numer knock style silicon wiper none deep high flexibl blade old style origin california water bald california water blade chang great origin design beyond comprehens,2.0,B002BELP3Y,"[0, 1]",Pragmatic,1357689600,Not as good as an genuine old-style original (wide blade) California Water Blade,"01 9, 2013"
A1F9Z42CFF9IAY,want squeak bounc glass car surfac leav water behind useless,1.0,B002BELP3Y,"[0, 0]",T. Tom,1380067200,Didn't work for me at all,"09 25, 2013"
A2AB17IX4CTOLL,yes work realli difficult fin wide straighten wheel interfer abil close edg ve seen straight one size per rod friend purchas one much more useabl found cheap plastic flimsi blade even space caus press fin apart uneven work yes better choic definit,1.0,B002BHRXJ6,"[0, 0]",poc,1373414400,Piece of....,"07 10, 2013"
ANC36RGFR9HU4,see work good big pitch window ac unit tri use 22 pitch 5 ton 14 seer modern unit basic useless tight pitch caus real problem plastic materi success mate fin plastic damag right away top even use soapi water lube tri eas movement wouldn effect spread fin good product use tight pitch modern larg system wast money,2.0,B002BHRXJ6,"[0, 0]",primeguy,1377043200,doesnt work well for small pitches,"08 21, 2013"
A4N52S2HDHF4Y,check engin light code p0420 believ chevi truck tri didn work happen convert broken up piec noth dump fuel go fix issu now problem buy replac cat 2003 chevi silverado 5 3l engin california legal whole pipe both convert dealer even though state buy convert 90 guess ll pollut anoth year until one get certifi fork out 800 stuff won work convert broken up wast money,2.0,B002BVXM92,"[1, 2]",J. Waldvogel,1283558400,Still don't know if it works!,"09 4, 2010"
A1RJ4BW5Z1BNUL,m go call see work think realli claim optimist hope make differ help use direct check engin light fill up use product check engin light came way home station hope need more time work keep come back help 30 wast,1.0,B002BVXM92,"[3, 6]",Rattler,1340755200,Calling it snake oil,"06 27, 2012"
A1DFAUQHN7113H,origin satisfi purchas decent price bright alreadi short 3 week one bulb burnt out instal wore glove still care touch bulb best don think caus error dure instal mayb receiv faulti bulb way order brand again wouldn recommend product,2.0,B002E2WMWG,"[1, 1]",Justin,1397779200,"Looks good and decently priced, questionable quality","04 18, 2014"
A33FG1YPBIIW5X,truli absolut abysm product black brush broke within two minut veri light usag befor broke bristl kept fall out make attempt detail redund go back individu remov bristl one one fell out flew over place top bristl seem dy black second came contact veri light deterg color transfer surfac work difficult clean entir brush fell apart see upload photo vent tool worthless dirt stick smear dirt around white brush light anyth product tri detail someon poni tail floppi serv real purpos resort back use free toothbrush hotel q tip better made leav car look better product total garbag,1.0,B002G244UM,"[0, 0]",Arthur Schwartz,1400716800,Wow...,"05 22, 2014"
A1N087XH2AUKWP,impress set pricey refer pictur item brush left brush realli clean vent well unless tri scrub dri snot bug manag vent useless brush middl nylon hair brush bit stiff short realli sure dust clean well car interior brush right best use packag dust out crevic vent knob etc brush unfortun hair fell easili light dust d recommend buy cheap paint brush art brush dollar store same job,2.0,B002G244UM,"[0, 0]",Nike guy,1362441600,"Not great, look elsewhere","03 5, 2013"
A820FRC6G2BY,thought d tri few dollar first one came apart use first truck tire pretti big smooth expect littl higher qualiti second one last coupl vehicl befor fell apart end up spend littl more money one last think glue pretti weak stronger,2.0,B002G29LLE,"[0, 0]","Michael W. ""the difference between something ...",1389312000,Not That Great and Really Do Come Apart,"01 10, 2014"
A73I3YMD9MJ5W,use new tire glaze applic black color spong bleed onto hand shape size applic requir two swipe cover width tire poor design overal purchas again,1.0,B002G29LLE,"[0, 1]","Regular Guy ""Bob""",1360022400,Not what I expected,"02 5, 2013"
A23QII83UGZP5U,ve detail clean vehicl past 15 year m particular use clean vehicl use friend vehicl permiss doesn particular care look first never use product dirti vehicl without wash first otherwis simpli rub dirt direct paint swirl mark especi dark color vehicl vehicl ideali wash pressur washer remov larg loos dirt reput touchless wash avail wash mit bucket grit guard use car wash soap kitchen don use car wash soap pleas onc 99 clean vehicl proceed use lucki earth detail kit use clean up spot miss paint wheel even glass feel product job done again plain old h2o microfib towel perhap don clean water avail work again wash vehicl first place compar normal detail product current use such meguiar zaino well comparison product far better job clean ad shine protect even help cover up swirl tire kit provid matt finish ie shini m realli sure ad protect look feel same wash soap water pick up more dirt onc again tire water towel same thing won bother compar anyth consid cost somewhat pricey detail kit suppos price pay earth friend product pros earth friend veri nice towel remov water spot ve never seen befor mention soft microfib towel con expens potenti cost harm wash direct non earth friend product much better overal tree lucki earth product clean stuff slight better water claim way ditch tradit wash method spray bottl dirti vehicl suggest need detail kit buy well known product such meguiar use car tree definit car friend,2.0,B002HQTOU2,"[0, 0]","Wayne ""Omegafiler""",1284595200,...Nice microfiber towels?,"09 16, 2010"
AQ55H30MZSV0Q,befor use bath two miniatur schnauzer read review surpris see two distinct camp 34 best thing slice bread 34 group 34 worthless 34 group vote worthless group first one compar two towel rough same size tea towel hand towel o k definit better tea towel hand towel hard don use hand towel use old bath towel comparison bath towel win time second pocket one hand seem good idea fact limit towel materi between two end doesn use unless do shoeshin type motion one end anoth certain doesn work dog dog hair matter even use wipe down dog leg underbelli more difficult hand towel didn give one star aren complet useless peopl find use won use again dog recommend,2.0,B002J7KDZO,"[1, 1]",John A. Lefcourte,1394236800,"May have some uses, didn't work for me with dogs","03 8, 2014"
ADK6WW7VJ6F11,pretti bad use da mine big tear even befor m done 1st car accord meguiar don recommend pad meguiar da g110v2,2.0,B002J7VWWC,"[0, 0]",Jerry,1373068800,Tore apart after first use,"07 6, 2013"
AYVW3O6W8S5S4,stay togeth made quick work paint oxid combin meguiar run compound meguiar buffer liter fell apart befor even half way done job buffer unit get hot melt glue hold velcro pad whole thing start disintegr wouldn buy set up again,2.0,B002J7VWWC,"[1, 2]",Johnny in Texas,1359763200,fell apart after 4 hours of use,"02 2, 2013"
ADW43S8H5PDXQ,bought caus name smell good use onc use again mayb prefer,1.0,B002J7VX4Y,"[1, 2]",Curtywalk,1384041600,not too good,"11 10, 2013"
A2ZJ10ZPQEFNQJ,dont buy wors smell now cant stand smell truck now im stuck,1.0,B002J7VX4Y,"[0, 0]",ruben,1384560000,garbage,"11 16, 2013"
A31U0JAX302HM0,huge chemic guy fan use still use blacklight wax jetseal 109 new car scent run low decid tri one out first smell veri similar new car scent scent last long liter believ leather scent stay car coupl hour new car scent doesn last long last day mayb two scent good worth go through much product,2.0,B002J858HQ,"[6, 6]",William Wong,1369094400,Kind of weak,"05 21, 2013"
A1NBCILN691SXH,bought 2 pair 1 bulb doa much hassl return went ahead bought anoth pair price eh realli complain,2.0,B002JSFH3G,"[0, 0]","Dustin H ""The Mech""",1332288000,Led bulbs,"03 21, 2012"
A3W400E8PUFM0Y,ugli heavi uncomfort hot realli noth good jacket save money order someth,1.0,B002KNP0PK,"[1, 6]",zipdip12,1373500800,Not good,"07 11, 2013"
ATZVGP985LF5B,left auto window streak realli wipe surpris use product griot great buy again,2.0,B002L2CFR6,"[1, 1]",Chuck,1359417600,Not Impressed,"01 29, 2013"
A1F9Z42CFF9IAY,okay except fact sewn soft paper label tear perfor tear label bit paper still remain attach towel area care avoid have contact paint make towel bit less use nice instead better even edgeless detail master pro 16 x 16 eagl edgeless blue profession microfib detail towel pack 5,2.0,B002LNI8GW,"[0, 0]",T. Tom,1391990400,Okay towels except there is a sewn-in label,"02 10, 2014"
A3293UK4BYRP74,pump veri slow pump small amount per shot hose kept come purchas hose clamp finish transfer product anyon lot time pump tranni greas fine great deal effort machin took three quart took more half hour pump much,2.0,B002M589TA,"[4, 4]",Rex,1363219200,Slow and comes apart,"03 14, 2013"
A3M2HBNJK89MKK,product user spoke like found difficult clip togeth even look mirror rate star buy,1.0,B002MQCY7C,"[1, 2]",Casey D,1361750400,Vega 01 Echo Brand Quick Release,"02 25, 2013"
A3JQOM1SI12DH7,latch veri stiff hard make connect see do under chin misalign onc couldn unlatch pinch bruis neck onc skin caught between part remov replac raider quick disconnect work great buy raider instead one happier,2.0,B002MQCY7C,"[0, 0]",cbcool,1382227200,Hard to latch,"10 20, 2013"
A1FF4PN48LO8EC,purchas anoth type helmet quick releas have echo quick releas few week now starter don 8217 design metal clip get lodg sideway tri secur two end unit togeth becom two hand sometim two man project helmet design simpli skinni blind 8220 thread needl 8221 clip secur sorri recommend product,2.0,B002MQCY7C,"[0, 0]",Queensryche,1394755200,"Difficult to use, but does work.  However I don&#8217;t recommend&#8230;","03 14, 2014"
A10FHIE6EYFOUG,led die item still charg investig warranti back here purchas thru amazon fulfil hrpworld com,2.0,B002MT8S7E,"[0, 1]","J. C. Hirsch ""nerd pie""",1367884800,lasted 5 months and LED's gone,"05 7, 2013"
A343JOFNGG9LJA,defect other state first batteri fit veri tight fit second hazard insert batteri turn switch fan work much air figur air movement fridg work comment batteri hot put unit cement floor switch return 20 minut hold batteri hot outer batteri skin blister don know plastic hot enough start fire batteri hot enough leak over refriger heed other advic don buy item cours amazon accept return question ask,1.0,B002N5W8Q4,"[0, 0]",BC,1363651200,Run don't walk away from this product.,"03 19, 2013"
A12QUYMZZ8FMIX,first one order came right out box fan torn rattl around seal cage see broken befor even open packag bought amazon exchang anoth one veri fast deliveri return made simpl sure next one review describ veri difficult instal batteri enough pressur instal anyth push hard batteri thing drove fan support plate up underneath fan use thin screw diver push back down fan work though guess batteri die need throw thing away caus chanc come back out without crack hous,1.0,B002N5W8Q4,"[0, 0]",Raymond S. Surprenant,1390262400,Just as all the others said,"01 21, 2014"
A3OMXO2ANHIQH4,spray car part without do prior clean disk pad haven notic anyth chang,1.0,B002NUABUO,"[2, 4]","AH ""NoShadowOfDoubt""",1365984000,What rust converter?,"04 15, 2013"
A13NH7K6FJ9675,despit item descript compat 2009 dodg suv canbus autolight har plug right two differ brand hid kit stop flicker,2.0,B002O95M3K,"[0, 0]",Chaos,1400112000,Didn't work,"05 15, 2014"
A1231ZWZ66NDHF,end larg around fit storag area mean now stinki sewer hose garbag bag good basic stuff sewer storag diamet pretti much standard newer rv less 15 yrs old rocket scienc make sure hose perman attach fit fit area,2.0,B002OUMVSS,"[7, 11]",ML,1303516800,good quality but doesn't fit in standard rv sewer storage,"04 23, 2011"
AM93M1RMWCBFL,purchas rhinoflex 5 sewer hose extensinon kit coupler noth big problem month long trip never coupler connect hold end hose dump motor home end up even use connector dump feed hose down hole coupler came lose hold motor home outlet wast wouldn spill over place guy email told took forti minut figur out connect coupler peac cake even tri think return threw away box much troubl see sell such product know coupler hard connect fact connect,1.0,B002OUMVSS,"[0, 1]","P. Doherty ""Pauldathome""",1376956800,Don't buy this Product,"08 20, 2013"
A1KF61HK8BM4D2,work fit won fit insid 4 34 squar bumper valterra brand fit pegleg,2.0,B002OUMVSS,"[0, 0]",Pegleg,1385510400,Camco take a Dump...,"11 27, 2013"
A7ZCFU1QPEBNE,rhino hose stand uv light direct sunlight leav one attach rv come apart few month mine came complet apart sever locat mani pin hole count cheap hose replac one walmart out same light same locat over year half still look new rhino dumpster one third time,2.0,B002OUMVWY,"[3, 3]",AlaVol,1349654400,Don't leave out in the sun.,"10 8, 2012"
A2BIDO6BOFTPUI,long stuff flow down hill work fine bought 4 month ago use quit heavili time until weekend work great now see limit sewer connect use weekend actual slight higher outlet travel trailer veri low profil trailer result hose stay full empti tank problem hose constant full water trailer side fit leak fair steadi drip matter tight tighten fit still leak go put away back up hose tri thevalterra d04 0250 domin 15 sewer hose kitnext,2.0,B002OUMVWY,"[5, 5]",BUJoeCool,1338681600,Leaks under certain conditions,"06 3, 2012"
AIZI6Q5ENAM6W,ve set up 3 time left trip april 27th today 3rd time hook up elbow complet separ hose now 1 2 roll duct tape hold still drip flimsi other out worth isn,1.0,B002OUMVWY,"[1, 1]",Mike,1368403200,Broke after 3rd use,"05 13, 2013"
A3Q72JUMCBI9WK,return product defect scanner fail mate onboard comput 2004 toyota corolla purchas canobd2 car reader perfect mate high recommend latter elmscan 5 compact lesser produc product return reason state abov elmscan 5 compact usb obd ii scan tool obdwiz engin diagnost softwar 423001,2.0,B002PYBZJO,"[0, 1]",bulldog,1340064000,returned item,"06 19, 2012"
A16TUV1JXTA6JU,good size perfect fit tight space about1 5 34 long light out put great softer accent light bright read light need great price bad hot hot incondec bulb somet expect led ugli trust left unattend hot leav light rv out led stay cool leav buy again,2.0,B002QA386A,"[0, 0]",Ken B,1400457600,Good Light but Get Hot,"05 19, 2014"
A204K1OFE8OB9Y,product descript show size 15x15x4 inch size cordset coil tell noth length cord uncoil import inform seller amazon one phone email request inform,1.0,B002QAC66I,"[4, 13]",Winter,1333497600,No information as to length of the cord,"04 4, 2012"
A1KOY9EHK46SG4,well hope amazon return goe smooth open box found receiv defect unit problem rotat len 12 oclock posit detent loos sloppi film 3 hour video find out pictur tilt halfway through peopl complain contour web site contour replac camera loos detent assum replac refurbish repair unit that went right amazon return minor second problem softwar instal use program call prcview exe macaffe call flag potenti unwant instal ton softwar over year none trigger alert macafe antivirus,1.0,B002QGSYZ4,"[12, 18]",EmiEmc,1297468800,Bad Rotating Lens Detente,"02 12, 2011"
A16I7TH03ZUMDG,updat 08 15 2012batteri door rip complet normal useupd 07 12 2012they sent clip never contact again resent one receiv day two instal good took vacat mom bump batteri door broke again more recent batteri door fell rubber piec held still latch isn leash updat 2 29 2012after reinstal firmwar record again contact warranti claim send anoth batteri clip dont abus camcord frustrat ve mani problem anoth problem notic cold weather record switch doesn lock place dont much batteri life later expect updat 2 14 2012camera brick self metal ring attach batteri holder point came loos rattl around camera now doesn record stay record tri differ memori card charg noth now 100 buck worth mount worthless camera self prefer contour video over go pro thing low light pretti good noth spectacular small imag sensor knew one light drop 2 feet onto carpet batteri retain broke luckili batteri thick enough cant remov out plier m worri ve camera 2 month now tri remov suction mount panavis portion good contour part suck rip back door anoth over expens poor construct mount mount over expens poor construct rug hope dont mean beat worst 2 foot drop wouldn expect hold up crashit look pretti compar teletubi go pro couldn recommend get one more 100 buck plan use alot ve alreadi spent ton mount camera turn paperweight more day oh edit nightmar file format welland softwar junk,2.0,B002QGSYZ4,"[1, 2]","Steve ""steve""",1328572800,Major Design flaws.,"02 7, 2012"
A3CZUQD3IIICDN,purchas replac one fit system model 3891 bought amazon 2012 far worst view obstruct back camper tight space one fit system far superior use back camper see low tree branch eve build carport post etc mirror look better one fit system easier instal first time don begin compar use one fit system want mirror easi instal look good buy want mirror work buy one fit system onc connect one fit system first time breez connect next time high recommend one fit system 3891 amazon half price,1.0,B002RW244Y,"[1, 1]",Billy R. Hulsey,1397347200,Hard to see overhead obstructions,"04 13, 2014"
A2OAAQEAQ9ES55,purchas yamaha good review m yamaha fan own few product atv honda eu2000i 3 year old sold travel trailer now felt kept first thing notic yamaha arriv seem louder honda thought be critic later went camp favorit spot desert place yamaha 30 feet trailer put honda notic yamaha louder honda bare hear im trailer yamaha quit easili hear run hope same louder im happi sold yamaha now look anoth honda dang amazon out stock honda im camp world recommend generat want quietest one sound isn issu compar honda,1.0,B002RWK9N2,"[1, 11]",J. Scott,1389312000,Not as Quiet as My Honda. Not Happy.,"01 10, 2014"
AUL97F9VWBK28,consid myself part half way compet mechan 8211 ie rehab hous work car includ automat transmiss rebuilt brake replac time belt 8230 triangl pretti cool well though out design realli lack execut plastic wrap around pivot point thin break 8211 guarante sooner later case point triangl alreadi broken pivot point box even befor open 8211 perhap return good one troubl set up first tri snap togeth convent break instead snap togeth need pri open littl much break align half round hole pin coaxial concentr plane 8211 non intuit think design snap form factor slight dure manufactur imagin dure emerg highway dark pour rain freez storm mind hand finger coordin want play around murphi 8217 law huh,1.0,B002SIR8RU,"[0, 0]",Frank,1396310400,Much potential but poorly executed,"04 1, 2014"
ANW6EGY12V5XS,thing abras ask feel tri use sunglass anyth read befor meant use attempt do care tri same effect put moistur cream similar textur noth chang anyth actual prefer damag plastic proof effect,2.0,B002UD0GGS,"[0, 0]",Henri Savin,1395100800,Did not work for me.,"03 18, 2014"
A1JCAHHSO2BRCI,noth wrong bulb even sale price think 16 poor valu brighter set cheapo kragen brand,2.0,B002UX1T78,"[0, 1]",Blueblur1984,1349049600,Really not any brighter than a cheaper set,"10 1, 2012"
A2EHYCA29NSQLU,forget market hype 90 trick pervers way measur dot depart transport tight regul thing someth 15 notabl brighter stock 9003 bulb 3 year old consid origin 3 year old believ output bulb increas toward upper rang 15 color temperatur light output notic whiter normal halogen quit true hid color terribl disappoint bulb dramat alter beam pattern perhap way ge play number game achiev up 90 brighter certain area found beam pattern went nice wide flat pattern dot pattern sure area bright dot better lit area wors fact center dot poor cut caus extra glare forc aim slight lower see two bright dot converg give well lit spot fine straight ahead highway use curv side lane terribl sum increas light output well color temperatur bulb daili deal price nice ge compromis beam pattern achiev bogus market claim,2.0,B002UX1T78,"[1, 2]",Bud,1336176000,9003 Much Better and Much Worse,"05 5, 2012"
