reviewText,helpful,overall,reviewerID,unixReviewTime,asin,reviewerName,reviewTime,summary
i give 3 out 5 becaus i dislik this product in general i hate that i need to add weight to my wheel in order to balanc them and i hate that said weight alway come in these ugli chunki piec of metal i would give 4 or 5 if these could be physic smaller more dens materi or even adher in manner better than just be sticki do i have the answer to those problem no but i would still like to see better product in general perhap next time i ll tri balanc bead,"[0, 4]",3.0,A19XT10D9TLMFB,1396915200,B0023080RU,Phillip T.,"04 8, 2014",They're weights...
i thought there will be someth that can hold plate firm but this mere sit on top of plate doe not protect by car bodi from plate scratch it,"[0, 1]",3.0,ABKYBNND374AW,1391644800,B00236XLA0,a real customer,"02 6, 2014",Does not hold plate well
for the price this is the best option for simpl black metal frame to replac these aw advertis dealer frame i never let ani dealer put there dealer name anywher on the car i am work in an advertis busi if the dealer want to display there name on my properti they better paid part of my month payment lolth frame fitment is good have it on the car about 6 month no rust or ani discolor sign this is 4 hole frame if you need 2 hole onli look for someth els and awar no screw includ,"[3, 3]",3.0,A35JWV3EZUEMW5,1354233600,B00236XLA0,"C. Tong ""PK9394""","11 30, 2012",best for replace these advertising dealer frame
decent product more heavi duti than some of the cheap flimsi factori frame make for good frame for support of the plate when you have vehicl that requir amount to the front bumper fascia of the vehicl,"[0, 0]",3.0,A1J9RW7V666J3U,1375488000,B00236XLA0,D. Steinley,"08 3, 2013",Frame
these seem like nice cheap way to darken up our rv for sleep in and keep out unwant solar heat howev we realli want and need them most when it s hottest outsid we ve had 100 degre weather this week i instal these on the ceil vent by simpli peel the back off some velcro tab and stick it between the mat and the vent box unfortun after the sun had been beat on our for about an hour the velcro glue let go and the cover fell off the velcro stuck to the vent but it pull off the shini chrome cover it stick fine when it s cool but that defeat the purpos of be sunshield now i m concern that the glue will take the finish off the ceil if i pull the velcro tab back off i want these to be easili remov good idea but i don know how you fix that without screw them down or someth els that will leav perman unsight residu or hardwar buy the vent shade pillow style camco 45192 rv sunshield vent insul instead don use the includ velcro tab just stuff them up in the vent and they ll stay,"[6, 6]",1.0,A1N1VOQXIZC58T,1341619200,B0024E6QOO,cullybug 10,"07 7, 2012",Velcro glue lets go when it gets hot.  Buy item 45192 instead.
whi sell product that the buyer has to purchas better velcro to make it stick this is absolut ridicul it would be an easi fix for the manufactur to listen to the custom complaint about this product and requir better velcro glue,"[1, 1]",2.0,A1C1HNXMVMA8WM,1370563200,B0024E6QOO,"fiberartist ""fiber artist""","06 7, 2013",velcro doesn't stick
this the same as the door cover the velcro strip could be better we bought this and the door cover the strip melt when it get hot we went and got differ strip and work good but they tear easi,"[0, 0]",2.0,A31IR85J8P7DC0,1386288000,B0024E6QOO,flhtxlz,"12 6, 2013",they are ok
the adhes to these is horribl i use them for room darken in our rv when camp and i was constant have to put the back up becaus the adhes doe not stick well for room darken howev they are great,"[0, 0]",2.0,A11T18VQMI1MGX,1341360000,B0024E6QOO,Wilkeson Smart,"07 4, 2012",Not the best
i have use these in my vent for year on differ rvs and they alway stay in place nice and flush in vent they realli insul the heat from that vent area and work nice for pillow at ball game to sit on not with ad plastic insul they now ad i thought they were great but they have recent ad anoth section to it and now it sit all crunch up and not veri attract in vent not good fit at all it stay in place and i assum will work do what it intend for but look terribl like i stuf an overs pillow in the vent i usual dont send product back but this was not worth it i have nice motorhom dont need it look bad from the ceil vent amazon refund me in full i love amazon it my favorit place to shop and do lot updat 6 23 13 i did find in walmart the origin design that work great that is similar to this but without the ad plasic walmart has the great fit old style for like 9 00 in rv section in autopart i have not seen amazon carri this old style the older style fit and stay great,"[6, 7]",1.0,A1P3RTQKM8BRBL,1367280000,B0024E6QX0,Ed D,"04 30, 2013",They used to fit nice but new design makes them fit terrible
i have 2004 yellowston sport rv this doe not fit the insid space of the vent the vent crank get in the way even when i remov the crank and use the sticki tape that come with it it just fall off good idea but bad design don know what might make it work proper,"[2, 2]",2.0,A1C1HNXMVMA8WM,1366502400,B0024E6QX0,"fiberartist ""fiber artist""","04 21, 2013",doesn't fit and won't stay put
had to re cut all of the piec to get them to fit proper without gap and use addit zip tie appear to be do the job as i ve so far had noth get in but it was definit pain to sit there re cut each littl wire with clipper to make them fit,"[0, 0]",3.0,A3FQC5WEAA9WDH,1396483200,B0024E6UE0,Nate,"04 3, 2014",Not exactly cut to size.
these screen realli didn fit my rv i had to trim them all up to make them fit plus had to use extra tie wrap,"[0, 0]",3.0,A21LDIFT02EMXX,1384300800,B0024E6UE0,RPC,"11 13, 2013",works
i purchas these water filter to lessen the likelihood of water spot after wash my vehicl as suggest in sever onlin forum unfortun we have veri hard water here in the northeast and it did not resolv the issu with spot,"[0, 3]",1.0,A1E752HE229Q0Y,1376179200,B0024E6V30,Allworkandnoplay,"08 11, 2013",Did not eliminate spots after washing my vehicles
i found that if the ground is hard that the tine aren long enough to hold the filter upright well enough it could use bit of design tweek,"[0, 0]",3.0,A1C1HNXMVMA8WM,1366502400,B0024E6V9E,"fiberartist ""fiber artist""","04 21, 2013",the tines could be longer
veri useful stand for the camco and other remov cartridg water filter work ok to support the filter when in use but it could be better longer leg and an adjust cross brace would help as would third 34 foot 34 lot of the campground we go to have 34 tall 34 spigot and the filter end up sit at an angl in the stand,"[0, 0]",3.0,AUZINV544Y1ZC,1383868800,B0024E6V9E,RDR,"11 8, 2013",Water filter stand
this doesn fit my outsid filter for my rv the filter just kinda rest on it total wast of money,"[0, 1]",2.0,A21LDIFT02EMXX,1403568000,B0024E6V9E,RPC,"06 24, 2014",Didnt really work
this is okay but not great person with littl thought could come up with someth as good like put some wood under the step or someth if you have cheap welder you could veri easili make someth better,"[0, 0]",3.0,A16A53XJMYEYJ2,1377993600,B0024E6ZRW,A. Crandall,"09 1, 2013",Not quite
one of these under my bottom step ain get it i am go to buy anoth one and put them on each end one onli keep move around well made good qualiti unit,"[0, 0]",2.0,A235ZXG7B63M8A,1404432000,B0024E6ZRW,Done right,"07 4, 2014",good quality unit
i bought two of these to help support the step on my travel trailer i instal them secur at the rear of the bottom of the step my wife step off on the step from the camper and the step collaps into themselv and the brace flip up caus injuri to her shin and leg it could have been much wors had her leg s fallen between the two step and the step collaps on her possibl caus her leg to be sever i am veri disappoint in the size of the top and bottom they are onli about 4 inch squar these are veri flimsili construct,"[6, 10]",1.0,A9KOC3PXLXYSB,1337644800,B0024E6ZRW,Frank N. Stein,"05 22, 2012",BEWARE:  INJURY CAUSED BY THIS PRODUCT
will have to order anoth they do not work veri well singl center the one i purchas 34 scoot 34 after few step on it annoy have to keep adjust it back to sturdi,"[0, 0]",3.0,A3T4ME1UD4MK04,1378425600,B0024E6ZRW,Kevi,"09 6, 2013",You really need two for effectiveness
talk about let down and rip off i paid almost 15 for what i thought would be two unit as the product pictur show onli to take deliveri of the compon and find that you onli get one of them serious i could have bought 17 pair of black jack stand at big box car part and done the same thing i most assur would not have spent the equival of 30 for what would be pair of screw jack stand save your money and consid anoth solut they are solid they are ok they are noth but screw head jack stand and there s no they to it you are buy one unit ad detail after tri to use this coupl of time i also have to mention that the lower footer is about 3 x 3 inch and the upper head of the jack also has head of about 3 x 3 inch this doesn work realli well with some step like mine my step are steel with reinforc ridg in the middl run later across the bottom of the step as result you can nest the head beneath your step treadplat it onli precari sit on the edg of the step as result there s not lot of brace from use this at all yes i could put piec of pine shelv beneath the step and screw the jack into it not good if you don want your step to rust apart but you can take that upper plate off and the screw head is not remov so in the end this is the oddest white eleph i ve ever bought can get it to work whatsoev i ve got pair of aluminium spinner jack for load up to 1000 pound that work much better than this thing unfortun i can even use it to stabil the rear of the rv there is onli one of them and it isn rate anywher near high enough to do someth like that with,"[12, 17]",1.0,A1WV0XTJROAYGK,1332374400,B0024E6ZRW,"Melanie C ""MC""","03 22, 2012",PICTURE IS MISLEADING - YOU ONLY GET ONE
the idea is good but this is not stabl under my step each time up or down the step it move and there s no way to hold it in place i went back to my nail togeth stack of 2x8s it might work in sand though pegleg,"[0, 0]",2.0,A1KF61HK8BM4D2,1385510400,B0024E6ZRW,Pegleg,"11 27, 2013",Watch your Step...
it is wast of money for the intend purpos got rip purchas this it might be great product for some other purpos but not save step brace it is made ok if i could find anoth purpos for it,"[1, 4]",2.0,A1ZBAAJKN2Q2RQ,1367712000,B0024E6ZRW,ROD Daugherty,"05 5, 2013",Brace
i bought bunch of these brace for my rv fridg but i don find them veri use and most are in box outsid the fridg they are hard to fit up secur against an item they come loos easili and i can recommend them i d say with the right sort of refriger shelv they might work better than my ancient one so they are probabl ok in newer rv,"[0, 0]",3.0,A3MQFJT98C9RP6,1402617600,B0024EC74M,"Sergeant Buzzfuzz ""Pickwick""","06 13, 2014","okay, but"
first trip in our new rv was unev put the recommend amount in our black water tank doesn seem to work ani better or wors than other product we ve use,"[0, 0]",3.0,AASEZCL3QANXO,1371859200,B0024ECE22,Sparks54,"06 22, 2013","Nothing special, works okay."
i tri instal this but found that the stair on my trailer have support bar through the middl and there is not good place to instal it i should have read the review and would not have even order it i will wait until i get home to my shop and make some modif so i can use it,"[0, 0]",2.0,A1IA6U4YVWY8KJ,1397865600,B0024ECHII,AK Travler,"04 19, 2014",Did not install
as other have note you need to buy the nut and bolt to instal this it also want nice flat area to instal about 1 1 2 x 8 my step aren flat but have some built in ridg for water drainag my step also has cross member for strength or lift but certain limit my choic of locat one screw locat conflict with the support itself in the 34 up 34 posit near the retain clip so you either need an exact correct length bolt so the leg can swing back into the storag spot or drill two hole one to either side that will stay clear of the leg i had it so i found way to instal it with some shim and it seem to be stabl as other have mention it might be better to overdril the factori 3 16 34 hole and use larger bolt the leg doesn lock in the down posit so it seem that it may slowli swing out of posit over time when in use i purchas just one and mount it to one side of the stair when my door is open you are sort of push to use just one side of the stair anyhow hope should work ok if it s failur i come back and modifi this review,"[1, 1]",3.0,AX1NJKXIERL1X,1394323200,B0024ECHII,Bob G.,"03 9, 2014","Needs modificaiton to install, and doesn't fit super nice"
can use this becaus the step on my camper is close to the ground and the adjust isn short enough to work on level ground mayb it would be great on uneven ground but what camp ground is that uneven how about shorter one,"[0, 0]",2.0,A337TPRP65KNEZ,1384905600,B0024ECHII,charles jones,"11 20, 2013",self-stor step sold by camco...
work somewhat but the clip that hold the brace up broke off littl qualiti control would go long way,"[2, 2]",2.0,AT0Z251RQDQD9,1362528000,B0024ECHII,Christopher A. Swafford,"03 6, 2013",Works somewhat
my camper need this step support extend pretti far and it seem to be kind of wobbl as result also when it is store it snap between 2 claw they dont seem to hold too tight afraid i may find nub ground down from scrape on the highway while tow if this thing pop loos on the plus side it doe help to reduc the bounc in our camper step i think 3 star is fair for this product instal requir drill two hole into your camper step,"[0, 0]",3.0,A2PB7V0BBJ30QP,1402531200,B0024ECHII,"Jim ""James""","06 12, 2014",i like it but it's a bit wobbly when extended
i purchas size small i ve been wear arai corsair helmet most of my ride life and i wear small there as well as for kbc and hjc helmet this fit more like an x small to me it did fit but on the side you can feel some rivit dig into your head bit for 2x buck it s okay as spare helmet or for someon go to use it on scooter bonus would be it come with nice storag bag which it will be in lot tempt to return to amazon com but the cost of ship etc might as well just keep it or give it to kid that ride scooter up and down the street,"[0, 0]",3.0,A39L35PUI58CFY,1310515200,B0024GIVZ4,"Bubbles-Desmo ""Danny Truong""","07 13, 2011",3 stars for someone riding a scooter...fit is iffy at best
the helmet is larg howev the unit is run small size it set too high on my head i could use extra larg size,"[0, 0]",2.0,AJP569L5Y2RJH,1378857600,B0024GIVZ4,cruzer01,"09 11, 2013",Helmut doesn't fit my head
i mean for the price it not bad buy but don expect to pick up ani style point this helmet is huge on the head it tri to mimic the higher end helmet with similar design concept but it doe not quit achiev it is veri immens,"[0, 0]",3.0,AAX0O5PXH6ETM,1380499200,B0024GIVZ4,Paolo R. Wieser,"09 30, 2013",mushroom head
you could find someth suitabl at mani retail i thought it would be heavier it s like that stuff you use to keep thing from slide in your droor oh yeah and it drive me nut in the wind slap the roof,"[0, 1]",2.0,A8MDO3XHF5P9N,1366329600,B0024QF4GI,Fayrae,"04 19, 2013",Slaps the roof!
if this kit was of better qualiti it would be nice way for one person to bleed brake howev this kit is sore lack in the qualiti dept first the plastic hose is pack in the box with kink in it so even after tri to relax the kink they collaps with suction is appli the adapt are one time applic onc i seat the adapt to the first brake bleeder valv which work well it was all over the follow bleeder valv wouldn seat as the adapt was not pliabl enough to re seat do yourself favor and buy set of speed bleeder and leav this kit alon,"[0, 0]",2.0,AWBEL8741Y0IR,1358812800,B00265M9SS,DJ,"01 22, 2013",Nice concept...if it worked
first off the pictur look like metal but it s plastic this wouldn be too bad if the rest of the kit wasn so poor the suction pump is okay though tiresom but the jar is too small the hose is chintzi and the fit leak like crazi regardless of how much you pump you will alway see air even if there isn ani in your brake line this can make it veri difficult to tell if you ve actual bled the line or not perhap this would work better for motorcycl,"[0, 0]",2.0,A1EBZ3K5XOURGG,1340841600,B00265M9SS,"GOB PROGRAM Y/N ""Example of a Real Name""","06 28, 2012",Sloppy mess. Have fun with this thing...
i use this on my motorcycl work perfect 4 star becaus there are 4 kink in the line that will eventu tear hole and leak vac pack of the product should be done better run some hot water over it it ll un kink befor use that and if you ever drop this it ll fall apart cheap thin plastic gaug hous overal it work instruct suck though it s tri to do too much it should just stick with it be brake bleeder with better instruct someth about ab break on the manual didn read it,"[0, 0]",3.0,A2R1VCV9QJAWFR,1378598400,B00265M9SS,plokivos,"09 8, 2013",Buy it
i had the same problem as other with poor seal at the jar thin o ring on the lid would fix that i resort to gob silicon dialectr greas on the seal each jar full the hose that came with it was kink which got in the way strang that an otherwis good item could be far better with coupl of simpl chang otherwis good devic,"[11, 13]",3.0,A1IN6UFBCST73K,1301961600,B00265M9SS,"Richard G. Durham ""Survival Advisor""","04 5, 2011","Good, but problems."
it didn work so well gasket was leek they send me complet rebuilt part part fast and free but still i had to have the purg done at the garag at the end,"[0, 0]",2.0,A27NBA48NKN04M,1404777600,B00265M9SS,"Sylvain Pomone ""Pom1""","07 8, 2014","It didn't worked so well, a gasket was leeking ..."
the pump seem to work fine the flaw aris in the leaki reservoir and fit the onli way for vacuum pump to realli work is to be abl to creat seal this thing leak not onli from the poor design reservoir but from everi tube connect point i end up go with the motiv pump for my audi a4 instead it cost more but it actual usabl,"[0, 0]",1.0,A39ZXTQZHRS8MV,1397174400,B00265M9SS,"T. Luu ""tekman2500""","04 11, 2014",Too many flaws to be good...
the air purg procedur was easi sticker on the jack say to do it befor use so i didfit under my lower miata and rais the car with onli few pump handl is two piec which is great for transport the jack to track day for 100 this is good buy you ll feel like race pit crew when roll it around the garag updat it s still work fine year later but after read more recent review i am think about chang it for someth safer,"[1, 2]",3.0,A3AJVYPBZQZ95R,1313280000,B0027VFZE6,"Paul Lockwood ""Paul Lockwood""","08 14, 2011","Great value for $100, beware reports of sudden failure"
the one i receiv broke on the first torqu adjust went from base to 20 ft lbs and it made grind sound then lock up got it to move backward tri again no luck immedi sent back as defect,"[2, 2]",1.0,ACMXHJV1KCOSV,1326758400,B0028081GK,wildcatgoal,"01 17, 2012",Broke On First Adjustment
it old style tire gaug it work good and it what you need to check your tire easi ti use,"[0, 2]",3.0,A39COF443CNPW3,1376697600,B00280BL9O,mick south philly,"08 17, 2013",good
i pick this up base on the excel review here an on consum site it s good price but i m not happi with the way it sit on the valv stem for some reason i can never get good seal right away and almost alway end up with pound of air out of the tire qualiti is okay it feel cheap and don suggest drop test it accuraci is veri good but i notic over the cours of sever month that one of the two that i purchas becam less accur i m not sure whi but it could be qualiti control issu i had an old napa pencil model that was high rate by cr and work great for decad but i can seem to find it s replac i ll keep tri until i find good one,"[0, 1]",3.0,A2OB0IK83HTU18,1371686400,B00280BL9O,techdude49,"06 20, 2013",It's OK
my garag has quit select of vehicl and i was hope to find someth that would work for all of them there probabl isn such thing this one is too tall to fit under my daughter s mini cooper and too short to rais my other daughter s jeep,"[1, 1]",3.0,A3UZFW0JK0DJ2B,1393286400,B0028JQYSS,S. Palmer,"02 25, 2014",Not for very short or tall vehicles
i will start out by say that this jack has no problem lift my chevrolet trailblaz high enough to put jack stand under it at their tallest set the mechan is smooth and the releas lower is easi to control there isn lot to say about the perform of the jack other than that it work exact as it should the problem i have with this jack is the wheel one of the bolt hold the turn wheel bent over when lower the car so it appear that the bolt they use are not rate for the load that they will experi i am go to grind the top off of the bolt and replac it with new one but i shouldn have this problem,"[0, 0]",3.0,A2WA8TDCTGUADI,1403654400,B0028JW4PU,TheTerrorBeyond,"06 25, 2014","Good jack, but not the sturdiest ever"
it is onli good under the tire if you use this for the 5th wheel front jack it is too weak to handl the weight and it will bend if i buy the flat top it would still bend and it is also veri slipperi i m still search for perfect level,"[0, 1]",3.0,A2KWHIIZRNQ4SJ,1371859200,B0028PJ10K,Amazon Customer,"06 22, 2013",Not very useful in all cases.
i use them for land gear support and at the back support for my 38 5th wheel trailer along with the cap piec by the same compani some of the one under the land gear crack immedi when weight was appli i was shock as for the one in the rear of the trailer i use four of these with cap piec there is simpli to much give in them not stabl at all i took them out and use concret block i give them two star becaus of the handi bag they come in i would not recommend this product,"[3, 3]",2.0,A1MQNS1QNI3YPK,1361923200,B0028PJ10K,Golfrichv,"02 27, 2013",Didn't work for me
i have been use these for year with my doubl axl toy hauler in the past i use good old wood plank cut from 2x8 s but they took up lot of space so decid to give these tri i feel that they must have the design all wrap up and patent so it hard for anoth compani to provid competit i look into the camco s but i decid against them due to some peopl report them fail crush proslight weight adjustableeasi stackingconsprice1 set of 10 isn enough for doubl axl trailerth carri bag suck the stitch has unravel in coupl area and the zipper teeth wont stay lock togeth i gave up on the bag and toss it in the garbag,"[1, 1]",3.0,A251GGRO8JJ9F1,1391558400,B0028PJ10K,Moe Faux,"02 5, 2014","Works much better and more versatile than wood planks, but costly."
these level are ok they work and they are good for solid ground you can level rv littl bit at time they do sink if the ground isn solid,"[3, 3]",3.0,A21LDIFT02EMXX,1354320000,B0028PJ10K,RPC,"12 1, 2012",needed levelers fast
i spray paint lot of thing car bike jetski plastic fabric and stuff around the hous this prep spray might work if there is onli light greas and certain type of wax but doe not work all the time on all surfac i would say it work about 30 of the time the rest of the time requir more intens clean scrub sand or even sandblast if the surfac you are paint has been wax or contamin with oil this prep spray will probabl not do the job i realli expect more from duplic color product meant to clean surfac befor paint,"[0, 0]",1.0,A2X06FP2PQ6EK0,1404000000,B002969BQW,"S. A. ROBBINS ""shirley_rw""","06 29, 2014",Works sometimes.
work ok but no better than dawn dish soap or mani other spray cleaner that are less expens save your money,"[1, 1]",2.0,A1XDRSGSV56YQ0,1338508800,B002969BQW,"Thomas A. Renick ""OGC5""","06 1, 2012",No better than Dawn
the towel are veri nice and soft onli problem is that these are more for wash than wipe thing high recommend wash them befor use the feather of the towel will come off and it get kinda of annoy to see feather on my car or fli around me these do soak up lot of water and get the job done but not the towel i was look for 2 star becaus it s great buy but if your look for microfib towel that dri wash like i was stay away from these,"[1, 4]",2.0,AEWT1HWANBIJO,1324512000,B0029T0S70,Jeff,"12 22, 2011",Nice Towels
i origin use these to buff off wax on my car but felt they did an ok job of it i then tri them out use onr optimum no rins and realli like it for that purpos i would use 3 4 of these in bucket of onr solut and get my car wash and clean onc i was done i just toss em into the washer til next time i also origin bought these to use with spray wax but felt it absorb too much product therefor wast my wax i thought these would help me dri my car after tradit hose and bucket wash but it did not seem to suck up water too good,"[1, 1]",3.0,A1N087XH2AUKWP,1365897600,B0029T0S70,Nike guy,"04 14, 2013",Great for ONR washing
this is the worst piec of crap ever i was alway warn about buy the gimmick on tv it didn do what it state it would do i did better clean my window with window cleaner and regular microfib cloth this was wast of my money and time buy this piec of crap,"[0, 0]",1.0,A2R7P4A4CT2Y7R,1355443200,B0029XJVA6,Ashleigh,"12 14, 2012",Don't waste your money
this product is wonder idea and work like charm one problem i notic earli was that the head did not attach firm to the extens handl i do not know whi the handl is remov the whole point of this product is to reach hard to get to area on windshield without strain as result the head would make loud snap sound from time to time while in use and would sometim even fall off final one day while use it the plastic handl split in two and broke the result of this product are wonder the window in my car had never been cleaner but the product is of horribl qualiti there are other more qualiti option out there,"[64, 70]",2.0,AXM76I9V0451M,1249862400,B0029XJVA6,G. Miller,"08 10, 2009",Worked Great...Until it broke
work well avail for as littl as 7 95 my second one the first one broke at the junction on the handl but was easili fix with electr tape i tape the second one for my wife befor use i would buy stronger one but have not seen ani,"[0, 0]",3.0,A21N9SMUXRWEQT,1329004800,B0029XJVA6,"R. Harris ""RJ""","02 12, 2012",Windshield Wonder
while this product doe make it easier to get to some of the hard to reach place of the insid of windshield the cloth is too thin and overal to small to effect clean,"[0, 0]",2.0,A2RFF5J7GMDIX,1365033600,B0029XJVA6,Skippy @ Ole Miss,"04 4, 2013",Just use paper towels
nice size but i found the center black lock collar for the telescop handl doe loosen veri easili mean i have to keep tighten it when use also the end with the ice scraper doe not do great job on the ice i had to grab my old ice scraper onli from the garag to clear the ice on my windshield,"[10, 11]",3.0,A24RJLKAHPCI3W,1353283200,B002A956Z8,S. Regul,"11 19, 2012",winter car brush
was expect someth littl more substanti the tool is rather small and difficult to hold and use with ani forc to break windshield the cutter is use but is basic straight blade held in the plastic two part handl the entir tool is about the size of util knife and basic construct like one onli out of thin plastic instead of metal it is compact and therefor somewhat use in an extrem emerg but i wouldn reli on it as my first choic if larger sturdier version made by competitor was handi spend the extra money and buy the better one if you are corner worker or need this for other than onc in million chanc need,"[0, 1]",2.0,A1HPC4BDRLR60,1376870400,B002AMAXNA,,"08 19, 2013","Too small, cheaply made, but still useful"
razor is sharp and can cut thru the seatbelt howev after watch some video on youtub that show this fail to break i decid to head out to the junkyard and find an old window that wouldn be miss glass may eventu break if struck hard enough in the right spot but i wasn abl to break the window and believ me it wasn for lack of tri def consid purchash more reput item like the resq me or knife will harden carbid tip as this just doesn seem to do the job,"[3, 3]",2.0,A2XXRN2ANQDBKO,1396742400,B002AMAXNA,Pratzie,"04 6, 2014",Not for glass breaking
griot has numer product for which they realli ought to be laud and recommend as profession auto detail who has spent and therefor blown thousand of dollar test product i simpli can not do withoutgriot s garag 11104 interior cleaner 35 oz griot s garag 11040sp leather care spray 8 oz or and especi theirgriot s garag 11173sp vinyl and rubber dress 8 oz which is hand down the most superior product on the market for dress and protect one s interior vinyl rubber and plastic compon i have purpos link the smallest lowest cost product offer for you to test for yourself that be said griot s undercarriag spray is well it s garbag realli and garbag is not word i use light as pro detail 1 it will in fact re color one s under carriag and wheel well for about as long as it take to drive through hard rain and all the water left on the road from such soak 2 it smell aw of petrochem do not use this product in your garag or ani sort of confin space you will get the mother of all headach 3 holi mose is this stuff expens for what it is and what it doe which is true of lot of griot s stuff i need not say this to most peopl but just in case buy the product not the hype behind it further trust the review of those that are probabl to know better the truth is this ani spray tire dress will work as well and like better as griot s under carriag spray for recondit one s wheel well which is what most peopl buy this product for here s free tip most tire dress are silicon base and are therefor veri heavi when squeez the trigger give your wrist fair quick flick in the direct you are spray to minim run of the product ajbest auto detail com,"[5, 5]",2.0,A191OYZR0NJUFF,1358899200,B002BC4N5I,AJ,"01 23, 2013",Review From A Professional Auto Detailer
to the extent i use it this wax produc result that are no better than you can get from mani other product i never did do my whole car with it becaus appli accord to instruct use the griot s random orbit machin this wax was ridicul difficult to remov after some experi with applic techniqu i decid there was no point in hassl with it and went back to my meguiar to add injuri to insult best in show wax is non return product now i ve got most of 20 bottl sit useless in my basement this may be my first 1 star review but at such price it s got to be the worst valu in car wax i ve ever encount,"[4, 9]",1.0,A1SW87O7XJI740,1327363200,B002BC4N5I,"A. Santic ""topofmurrayhill""","01 24, 2012",Way overpriced and difficult to use
it s decent wax there s just much better out there in term of applic remov and appear by the time i had wax my entir car i did the finger swipe test and it show the wax was readi to come off use qualiti cobra polish microfib i went to remov the product it was much more difficult than the other wax i have use pinnacl collinit etc i use some griot speed shine to help with remov and that help after all that elbow greas i was hope for littl more of shine the scent isn pleasant either on the hot day follow the wax i could still smell it,"[3, 4]",3.0,A36HBGDEFPWD0U,1336867200,B002BC4N5I,Brett,"05 13, 2012","It's OK, better are out there."
on the plus side this come in nice packag doesn includ the sprayer and smell nice unfortun it is carnauba base and doesn last at all think mayb one or two car wash or month max of cours there are some past liquid carnauba wax that onli last month but there are some that will last sever month my point is that there are better polym base spray on or quick detail product out there this can not take the place of proper wax but it is conveni in that you can spray it on while dri your car and add littl bit of protect until you can use proper wax as far as spray on product there are better product out there if time is what you re tri to save these includ rang of product from ultima paint guard plus wipe on walk away paint sealant to finish kare 425 spray on quick detail in the end it is ok but then i knock off star becaus it has pretti bad tendenc to streak which take extra effort and towel to buff off,"[4, 12]",2.0,A2EHYCA29NSQLU,1291593600,B002BC4N5I,Bud,"12 6, 2010","Fair at best, annoying streaking"
the pad i use last year held up for three polish but this year s pad broke down after onli one polish i wonder if it had to do with the fact i use the one step sealant this year as oppos to separ polish and wax i use these with griot s random orbit,"[0, 0]",3.0,A123ZH4XDDHL1M,1399075200,B002BC4N5I,Buzz,"05 3, 2014",Not as good as last year
not sure this work so great i just tri use it to remov scad of bug on the veri low grill on the front of my scion fr s i read the simpl instruct multipl time just to get it right but i have to say that veri littl junk was remov some was but not much i even tri rough surfac pot scrubber in spot but that didn get much off either i was abl to clean up few veri small smudg spot here and there around the vehicl that was nice overal i won use it again,"[1, 1]",2.0,A2UW9WI22QKMZE,1397606400,B002BC4N5I,"Car Guy ""desertgrj""","04 16, 2014",Griot's Garage 10982 Bug and Smudge Remover
the product is intend to use as spot cleaner or problem area pre prep dure regular wash i keep it in the garag to clean up bug tar and bird drop right away befor they have chanc bake on and damag the paint it feel like it has bit of silicon in it and leav slight gloss on the finish it doe quick job of clean up brake dust from wheel too doe not work well on tar i also like that it has light odor and the packag is spray pump rather than aerosol,"[1, 1]",3.0,A2ZJMLZ1IA2YA9,1399507200,B002BC4N5I,d bucci,"05 8, 2014",Handy for spot cleaning
1 make sure your surfac is as clean as possibl 2 clean these pad as often as possibl while use them i use compress air and pad brush these pad do not like to get dirti and they do not like to overheat i ve had sever pad liter go 34 poof 34 on my griot da polish the center just disintegr and foam goe everywher i ve sinc switch to lake countri pad and have found they are much more durabl and more versatil these are good beginn pad but onc you figur out how the whole da polish thing work upgrad to better pad,"[0, 0]",2.0,A1IR55MLSHNM4K,1387843200,B002BC4N5I,DJD,"12 24, 2013",Make sure you keep these pads very clean as you use them.. they don't last long
doe good job howev i probabl will not buy age smell is nauseat doe not last too long did bring back the black and look ok dirt stuck to well after 1 light applic and let dri,"[0, 0]",2.0,A2LU37PVXBXQZJ,1383609600,B002BC4N5I,Dominic Calomino,"11 5, 2013","Gave a try, I'll pass on reorder due to awful scent and dirt cling,"
seem to work ok with the paint clean clay will see how the indur pan out in few week,"[0, 1]",3.0,AY4B9XKR85TTK,1361491200,B002BC4N5I,Eugene M Schwarz,"02 22, 2013",OK wax
at fist i thought this pad was first rate but the second time i use it the hook and loop line separ from the pad i m go to tri and glue it back on but i m not convinc it will work updat i use this pad third time and notic that the hook and loop piec had shrunk substanti on the back of the pad make the pad much smaller as mention befor the hook and loop separ from the pad and i tri to glue it back it last for about 30 min and then i had to throw it away in my opinion not good invest at all i do not recommend this product i m go to tri chemic guy next,"[1, 1]",1.0,A1MQNS1QNI3YPK,1363824000,B002BC4N5I,Golfrichv,"03 21, 2013",Terrible pad just fell apart
initi i was happi with this product it look sturdi and look like it made of high qualiti foam i have been pretti happi with the rest of the griot except for their machin polish yesterday i decid to use this thing for my fender use the griot 3 inch random orbit first 15 min of usag the hook and loop separ and the pad flew leav me with mar paint due to back plate smack onto my fender in comparison i had bought some harbor freight pad and after sever use still work great thank griot for make 5 pad ruin my car and now it go to cost me few thousand dollar to fix my paint,"[0, 4]",1.0,A2ED99D5SXT5KW,1365465600,B002BC4N5I,Ievalu8shipntime,"04 9, 2013",FAIL
